Model,Hidden_Dim,Layers,Heads,LR,Trainable,k,HitRate,NDCG,unSerendipity
qwen,1024,3,2,1e-05,False,20,0.07898894154818326,0.048152668087695104,0.44286945
word2vec,1024,3,3,0.0001,True,10,0.036334913112164295,0.018546661970441834,0.85353994
word2vec,1024,3,3,0.0001,True,20,0.04897314375987362,0.0217173163271013,0.8535337
word2vec,1024,3,3,0.0001,False,10,0.011058451816745656,0.007428621933681312,0.5424108
word2vec,1024,3,3,0.0001,False,20,0.01579778830963665,0.0086750572680361,0.5416532
bert_multi,1024,3,3,0.0001,True,10,0.037914691943127965,0.01871124021155331,0.77896154
bert_multi,1024,3,3,0.0001,True,20,0.04739336492890995,0.021128400728411482,0.7787335
bert_multi,1024,3,3,0.0001,False,10,0.037914691943127965,0.026395498005181883,0.8560167
bert_multi,1024,3,3,0.0001,False,20,0.044233807266982623,0.027993119072461374,0.85626054
qwen,1024,3,3,0.0001,True,10,0.23064770932069512,0.1705252530699243,0.599614
qwen,1024,3,3,0.0001,True,20,0.27804107424960506,0.1824418963586897,0.57894707
qwen,1024,3,3,0.0001,False,10,0.06635071090047394,0.04707350698809841,0.3770383
qwen,1024,3,3,0.0001,False,20,0.07740916271721959,0.04987613754459285,0.37759462
word2vec,1024,3,3,1e-05,True,10,0.030015797788309637,0.016895972519157167,0.8543039
word2vec,1024,3,3,1e-05,True,20,0.04897314375987362,0.021590163840806333,0.8540687
word2vec,1024,3,3,1e-05,False,10,0.023696682464454975,0.012748468991385917,0.6273654
word2vec,1024,3,3,1e-05,False,20,0.02843601895734597,0.013969591730482414,0.6318374
bert_multi,1024,3,3,1e-05,True,10,0.04107424960505529,0.023863043381099746,0.79721594
bert_multi,1024,3,3,1e-05,True,20,0.053712480252764615,0.02705972733828273,0.7971742
bert_multi,1024,3,3,1e-05,False,10,0.02843601895734597,0.023148474446743703,0.7895937
bert_multi,1024,3,3,1e-05,False,20,0.036334913112164295,0.025237317654200304,0.7878916
qwen,1024,3,3,1e-05,True,10,0.16903633491311215,0.10461651620241699,0.60329205
qwen,1024,3,3,1e-05,True,20,0.2132701421800948,0.11575350790835309,0.5958823
qwen,1024,3,3,1e-05,False,10,0.06951026856240126,0.047387689267827826,0.4075849
qwen,1024,3,3,1e-05,False,20,0.08214849921011058,0.05059461818756691,0.407247
